Iref,0,1,2,3,4,5,6,7,8,9
200000.0,-0.001107482297628303,-0.0004900420959971962,-2.915357253266848e-05,-0.0006734749440263838,-0.0010369756158100788,-0.0004047066954540787,-0.0008274359173796256,-2.562950713429018e-05,-0.0006838814316347997,-0.0007218516583374002
400000.0,-0.0012659781142428982,-0.00022539422460031344,-3.305052119088941e-05,-0.0005676087649175316,-0.0006758013006558758,-0.000447646380084625,-0.0009234982024294733,-2.5346642540826e-05,-0.0006699434032638963,-0.0006234697137658077
600000.0,-0.0012473228116366474,1.5796825147699564e-05,-3.3886411504742384e-05,-0.0002773031431966229,-0.0006383390629702869,-0.00039946141513627176,-0.0008419470446921574,-1.8659865832305512e-05,-0.0007796047231112608,-0.0003239642246050062
800000.0,-0.0009225272029230836,0.00010896960633530398,-2.7690230398875428e-05,6.565325090312399e-05,-0.0008363565173633105,-0.00024388940273696792,-0.0005363663593301317,-7.657727959303881e-06,-0.0008494175097219705,4.448677800319274e-05
1000000.0,-0.000371519291292294,5.300737983896397e-05,-1.5292676423909142e-05,0.00030322221297316717,-0.0009801963660545881,-3.7924352848087437e-05,-0.00011333145479275847,2.761210200376809e-06,-0.0007314040669957176,0.00031200057062937415
1200000.0,0.0001702227803032535,-5.111109953102035e-05,-1.845494012425964e-06,0.00035971077996519547,-0.000840844939686552,0.0001291464490928532,0.00024349913354788442,8.380921147569703e-06,-0.00041973864759493147,0.0003886043006259327
1400000.0,0.0004838739812888006,-9.66607161727734e-05,7.005760849486771e-06,0.0002771967150317505,-0.0004350227752492564,0.00019865678996097163,0.00040415255153268976,8.330496962215486e-06,-5.407055423046196e-05,0.00030982036975727947
1600000.0,0.0005113150362890158,-5.4912406483636e-05,8.962238661770243e-06,0.00015911564516849468,8.772312778455671e-06,0.00017571971886005486,0.0003690686044114409,4.945162242947845e-06,0.00019432732278510233,0.00018322277235478394
1800000.0,0.0003581641466778496,1.963278185679681e-05,5.900731504144561e-06,8.162340500741266e-05,0.0002539522792463605,0.00011054908402406403,0.00023780187359829952,1.3528436021361914e-06,0.0002493750784006746,9.436047218468351e-05
2000000.0,0.00017710189224220813,5.4387559731956564e-05,1.5080970006529243e-06,4.933276717097034e-05,0.00023844459853705484,5.1638882460421884e-05,0.00011348146397387608,-9.013599861646073e-07,0.00016378430742002093,5.449652799603063e-05
2200000.0,4.940481227293441e-05,2.7003055404956368e-05,-1.7971113897775384e-06,2.2087363827846608e-05,8.311849190790037e-05,1.3835926700637424e-05,3.244678459109061e-05,-2.2854608616961003e-06,4.730480199510401e-05,2.368838422677734e-05
2400000.0,-3.939283853319163e-05,-2.382202355385137e-05,-3.9963870571227735e-06,-2.5759753755604223e-05,-4.963176209576584e-05,-1.602150314836763e-05,-2.967173413975009e-05,-3.8517286222971355e-06,-3.0255846498960938e-05,-2.7200514039917227e-05
2600000.0,-0.00013244862662055171,-4.508447939547925e-05,-6.162376600998238e-06,-7.461906502703921e-05,-9.616825568937482e-05,-4.996281722023224e-05,-9.944153626879249e-05,-5.66098232090903e-06,-7.479879886699984e-05,-8.04409291408956e-05
2800000.0,-0.00022634025777690112,-2.1694506042404106e-05,-8.491303301416338e-06,-8.2444994039002e-05,-0.00010971438141705999,-7.899764786274838e-05,-0.0001614345757869471,-6.613604017100963e-06,-0.00012550700474297626,-9.184964910315882e-05
3000000.0,-0.00026433195834746587,1.5118491501081735e-05,-9.762039987991252e-06,-3.158062876419475e-05,-0.0001643015528988714,-8.108685487617429e-05,-0.00017054734217949834,-5.664919027282546e-06,-0.00019083379033518332,-4.009949557110667e-05
3200000.0,-0.00019693084526501486,2.510903879388934e-05,-8.604996853973719e-06,4.943252207143814e-05,-0.00025726434632699236,-4.573281023651361e-05,-0.0001018996098729258,-3.048213886359008e-06,-0.00023087115685266327,4.7205167713400445e-05
3400000.0,-4.185315634548554e-05,1.9509266199105804e-07,-5.104306133546155e-06,0.00010938888830571053,-0.0003088112351547598,1.1503623584833215e-05,1.6015550988479792e-05,-2.500377096893156e-07,-0.00019895055910695676,0.00011551178345853901
3600000.0,0.00011920630132598388,-3.114793768915761e-05,-1.037340202342926e-06,0.00011791180527626744,-0.0002484519134658492,5.934660636664679e-05,0.0001190166161443469,1.1930002257900521e-06,-9.472744046956198e-05,0.00012949986238524111
3800000.0,0.00020414419895797769,-3.6211138671680695e-05,1.4781776384303445e-06,8.617716169732279e-05,-9.353937998463055e-05,7.541076979097471e-05,0.00015781432170016498,8.715347095245594e-07,2.687283128205883e-05,9.789164271671325e-05
4000000.0,0.00019146357586293016,-1.1262144845793954e-05,1.5873350071487947e-06,4.8425519912387236e-05,5.976157872588374e-05,6.128262814867774e-05,0.00013212699503684417,-4.1879303636960686e-07,9.967015630041716e-05,5.6468467713100836e-05
4200000.0,0.000122735038488172,1.7226564366414788e-05,7.177680642122314e-08,2.7142956546906914e-05,0.00012181228787483025,3.550686506776228e-05,7.909294631775646e-05,-1.6233276130099381e-06,9.874912716625702e-05,3.113388638034286e-05
4400000.0,5.299618020166897e-05,2.1641274220945144e-05,-1.6834348232739354e-06,1.708914120237089e-05,8.31589819228446e-05,1.4169605617538434e-05,3.354284191123125e-05,-2.367989742408761e-06,5.150954014558176e-05,1.8669817316218872e-05
4600000.0,3.253695358036329e-06,7.968597676928923e-07,-2.9670987306567637e-06,4.6632614756084e-07,6.846468583478227e-06,-9.702313288479395e-07,1.351654348773477e-06,-3.009863591793438e-06,2.550793630070984e-06,6.838049695057714e-07
4800000.0,-4.1448062248139945e-05,-2.149207313001777e-05,-4.031381167005747e-06,-2.682673461114367e-05,-4.233032744436059e-05,-1.7023780531793213e-05,-3.165865837188903e-05,-3.9087778712079555e-06,-2.7886341694393195e-05,-2.8474729941032516e-05
5000000.0,-9.53662448650226e-05,-2.269166445620358e-05,-5.303054227866231e-06,-4.710152831934392e-05,-5.555521008297802e-05,-3.590472752619535e-05,-7.084862918555737e-05,-4.8034893471747635e-06,-5.188594301380217e-05,-5.122268322948366e-05
5200000.0,-0.00014190980244553289,-4.144399407892846e-06,-6.528551894455002e-06,-3.8728792192951706e-05,-7.117433613918435e-05,-4.817727857537998e-05,-9.808072859761664e-05,-4.977991798928438e-06,-8.628217724689209e-05,-4.412704387464776e-05
5400000.0,-0.00014380697172911215,1.2447833690136945e-05,-6.8278426952936024e-06,-8.950862861065953e-08,-0.00011720366532810859,-4.150659394950641e-05,-8.729174064627538e-05,-4.017380551883468e-06,-0.00012373224079419205,-3.7410211399266566e-06
5600000.0,-8.212453903181345e-05,9.091295908438044e-06,-5.5896060316756885e-06,4.576085348547037e-05,-0.00017127282235305757,-1.4383086240850394e-05,-3.313230234497626e-05,-2.3326702909876727e-06,-0.00013478213517344555,4.656891665704149e-05
5800000.0,1.7767135462530984e-05,-1.0043496226988215e-05,-3.2329770090893426e-06,7.060287574996594e-05,-0.0001804284164296656,1.9660567671285363e-05,3.8102753020277056e-05,-8.947247356690209e-07,-9.809792160329504e-05,7.603413073490535e-05
6000000.0,0.00010179024978509792,-2.4300626896632212e-05,-1.0121224570708971e-06,6.479527153524879e-05,-0.00011759976801648736,4.212806598469615e-05,8.762248952360824e-05,-4.4083121574173365e-07,-2.6259830049549538e-05,7.234203532353665e-05
6200000.0,0.00012998998415506176,-1.88203485325099e-05,-3.581184548355879e-08,4.202606256420334e-05,-1.4693714071876339e-05,4.407069238143102e-05,9.474496878668546e-05,-9.339171325066878e-07,4.0582910528887184e-05,4.855575879449926e-05
6400000.0,0.0001044944786686392,4.13619848259259e-07,-4.5537404745118687e-07,2.2524149054515875e-05,6.275483682344202e-05,3.112192981483531e-05,6.931292528199264e-05,-1.759281926642871e-06,6.759002372506074e-05,2.647239326921408e-05
6600000.0,5.7907929776913745e-05,1.3754139746059525e-05,-1.5588754323790922e-06,1.3546368549154565e-05,7.358026346361095e-05,1.5413296304248047e-05,3.636893234427341e-05,-2.3859558601609685e-06,5.184918762368122e-05,1.5329087778756565e-05
6800000.0,1.854180359130944e-05,8.703761730644414e-06,-2.5741798373158364e-06,6.5839137376614785e-06,3.2344683848513184e-05,3.7703523202799264e-06,1.1383161795435146e-05,-2.79428072150468e-06,1.795513077173382e-05,7.224284719593604e-06
7000000.0,-1.1120340436164822e-05,-7.863672008205737e-06,-3.3184468369664887e-06,-8.046469637591922e-06,-1.4059448227951568e-05,-5.937763169008706e-06,-8.923641786112318e-06,-3.2824412149244127e-06,-9.412439135435437e-06,-8.35293943727655e-06
7200000.0,-4.404648952690574e-05,-1.8073740227975786e-05,-4.086144918756973e-06,-2.664461170698309e-05,-3.5379545793661644e-05,-1.7995078094019034e-05,-3.3671084961905665e-05,-3.942093839480851e-06,-2.6522311298305995e-05,-2.8477106360563388e-05
7400000.0,-8.217738608238161e-05,-1.2103675017385064e-05,-5.014643127325216e-06,-3.380684850599013e-05,-4.176986079587526e-05,-3.035874399683765e-05,-5.978020816349198e-05,-4.417674612832835e-06,-4.562833933109367e-05,-3.7205858288483844e-05
7600000.0,-0.00010536787627853061,2.2402514311435976e-06,-5.69639244631521e-06,-1.8385342926791826e-05,-6.154287072744124e-05,-3.4406652490632904e-05,-6.992739091259672e-05,-4.222887826127636e-06,-7.280652826186271e-05,-2.1910590160956703e-05
7800000.0,-8.875379358251125e-05,8.767284643716921e-06,-5.492128255084539e-06,1.3408393001374907e-05,-0.0001009342829609672,-2.340114045589685e-05,-4.91981015397379e-05,-3.273743816460364e-06,-9.47998914301682e-05,1.2022638209880544e-05
8000000.0,-3.027813219430391e-05,3.9602992800064383e-07,-4.216119355522096e-06,4.1784250175929626e-05,-0.00013126803653209937,-6.130934307584539e-07,-2.720352695323526e-06,-2.0642869514413186e-06,-8.984030945354607e-05,4.387329281261191e-05
8200000.0,4.118429245109238e-05,-1.3776243406620514e-05,-2.4546871185529885e-06,5.043331286642791e-05,-0.00011712587533427812,2.1732962744128767e-05,4.486441710520899e-05,-1.2866903570049058e-06,-5.097363117014672e-05,5.526741889373558e-05
8400000.0,8.717309773589174e-05,-1.863888147752732e-05,-1.1582192740890952e-06,3.962209315194438e-05,-5.519819002931139e-05,3.205207931986522e-05,6.861492280759626e-05,-1.2697112114567841e-06,3.0351865451250762e-06,4.5012905086568066e-05
8600000.0,8.988220171071588e-05,-9.07457183136843e-06,-8.944979654408472e-07,2.288525965216375e-05,1.7398348287570962e-05,2.815477430820465e-05,6.236721214253543e-05,-1.7801608435463073e-06,4.152722669137252e-05,2.689800499656866e-05
8800000.0,6.189806860300118e-05,5.023931232704358e-06,-1.4818952655927704e-06,1.2189167246688158e-05,5.513000583911145e-05,1.6977469303475862e-05,3.9609131216367876e-05,-2.343106824185022e-06,4.712104586757381e-05,1.4324511670168827e-05
9000000.0,2.8529289459602698e-05,9.521399221072596e-06,-2.3108436771565015e-06,7.428146673573387e-06,4.365192342239122e-05,6.560961550308599e-06,1.745033415986432e-05,-2.7132258084085254e-06,2.732226319404112e-05,8.318644765143593e-06
9200000.0,3.2659260132957413e-06,7.57539769148697e-07,-2.9655605971651237e-06,3.036526037866007e-07,7.1376500416385085e-06,-9.99880597886184e-07,1.3039086012007749e-06,-3.0140770623541395e-06,2.750150841944244e-06,5.126817269331735e-07
9400000.0,-1.894993818047992e-05,-1.1273639618240773e-05,-3.5010108157516786e-06,-1.3020028691699213e-05,-2.0739686023245785e-05,-8.836416574591335e-06,-1.4857233376143145e-05,-3.448022618652024e-06,-1.3874429426889154e-05,-1.3684887778251728e-05
9600000.0,-4.658087353319085e-05,-1.398754008191948e-05,-4.148335297165128e-06,-2.507211046196365e-05,-2.9757786170812322e-05,-1.869301374865851e-05,-3.522860183011896e-05,-3.939567673951388e-06,-2.630528094984281e-05,-2.702588369662408e-05
9800000.0,-7.371867614760236e-05,-5.37302567471503e-06,-4.843334286112566e-06,-2.3719377714608398e-05,-3.688842394978416e-05,-2.6441374846867152e-05,-5.20827470415709e-05,-4.1258358829939854e-06,-4.393025888529207e-05,-2.655368228062835e-05
10000000.0,-8.067939764615147e-05,4.471303356997668e-06,-5.1390912648290396e-06,-5.216250205039978e-06,-5.985275311470032e-05,-2.5040710623376072e-05,-5.078590657301247e-05,-3.715646450966597e-06,-6.538161330912262e-05,-7.428908171504736e-06
10200000.0,-5.318304350289206e-05,4.564767222048021e-06,-4.622223551805113e-06,2.027840908178512e-05,-9.143013453878023e-05,-1.1956986144513768e-05,-2.499024913390624e-05,-2.83381373110209e-06,-7.566549532042415e-05,2.031151862468059e-05
10400000.0,5.0431974232196814e-08,-5.255437677976892e-06,-3.392793971579522e-06,3.684957094347248e-05,-0.00010325335218195016,6.900823632470117e-06,1.4171859385588995e-05,-1.9770807694070613e-06,-6.047279314370826e-05,3.9543658200866326e-05
10600000.0,5.0632416288069675e-05,-1.4477868829765972e-05,-2.086257475410712e-06,3.650960166850742e-05,-7.506141054285867e-05,2.119259524053701e-05,4.5278153643012046e-05,-1.611826259748272e-06,-2.2591698816362413e-05,4.070320296487859e-05
10800000.0,7.278328035388969e-05,-1.3271396006802442e-05,-1.3872719266348415e-06,2.471744139437322e-05,-1.843894046386359e-05,2.43660189744292e-05,5.366641310647268e-05,-1.8095983928759342e-06,1.7306539418555247e-05,2.8621169603947137e-05
11000000.0,6.268852537413212e-05,-2.7998404787345368e-06,-1.5049500462006442e-06,1.2996109239926392e-05,3.0586072326891805e-05,1.8083419781008907e-05,4.163218986327675e-05,-2.265984912148931e-06,3.726695897819644e-05,1.55111293152652e-05
11200000.0,3.671362228575163e-05,6.2399477428490564e-06,-2.105549421394244e-06,7.178543980033802e-06,4.34107256614204e-05,8.997335585632495e-06,2.270196600551052e-05,-2.6482117152772844e-06,3.160332232347822e-05,8.371270780418334e-06
11400000.0,1.2706786283504284e-05,4.997605658871563e-06,-2.720659354930384e-06,3.466591372465094e-06,2.246082617950283e-05,1.8482762604559727e-06,7.3704139966713746e-06,-2.8940848300331522e-06,1.2377894893288613e-05,3.9233740928925966e-06
11600000.0,-5.3510638231668495e-06,-4.47962277247731e-06,-3.179252278220294e-06,-4.46344794866083e-06,-6.342274982096821e-06,-3.8988158883976505e-06,-4.722247494802136e-06,-3.167955159723502e-06,-4.959565420506586e-06,-4.545530734326819e-06
11800000.0,-2.4694649052916696e-05,-1.188458036410354e-05,-3.632197269727871e-06,-1.592710699696662e-05,-2.176914760669283e-05,-1.0974041014530902e-05,-1.9236799869686365e-05,-3.5615633267088464e-06,-1.5931978326101426e-05,-1.6883680801838638e-05
12000000.0,-4.8369740404964726e-05,-9.732509561659148e-06,-4.20106023705254e-06,-2.2127128229010848e-05,-2.613336964432771e-05,-1.8902113950500887e-05,-3.585777210211381e-05,-3.895870298302422e-06,-2.714228243070344e-05,-2.410529570716123e-05
12200000.0,-6.570908862089769e-05,-1.0363912093834801e-06,-4.68416317717218e-06,-1.4880061721062809e-05,-3.6611968934169565e-05,-2.2706986935351222e-05,-4.4733537773861256e-05,-3.8568038299496555e-06,-4.3744527678784037e-05,-1.714336669179382e-05
12400000.0,-6.019003458801777e-05,4.322012760676444e-06,-4.672434370694382e-06,4.0838433659425175e-06,-6.0504826748323056e-05,-1.7450712097868804e-05,-3.5190635403137536e-05,-3.327257233341375e-06,-5.9301627294100345e-05,2.9374084418879883e-06
12600000.0,-2.6911141927546217e-05,3.518772985608805e-07,-3.968036346403618e-06,2.3258667668652912e-05,-8.270576197949667e-05,-3.872387413497245e-06,-7.724152867874457e-06,-2.5595852509436626e-06,-5.9875209151308935e-05,2.425063226889405e-05
12800000.0,1.889855756366161e-05,-8.753871571971103e-06,-2.8592235603719017e-06,3.11619881351362e-05,-7.943575418990805e-05,1.0984545965038704e-05,2.367522708140313e-05,-1.9952633914363097e-06,-3.84038203797536e-05,3.4064689701772295e-05
13000000.0,5.234353871242358e-05,-1.3275338308742415e-05,-1.943970828961868e-06,2.592113190903687e-05,-4.377712629019068e-05,1.9166035865075313e-05,4.209484341583e-05,-1.9036181742468709e-06,-4.136474857536646e-06,2.943408173437302e-05
13200000.0,5.8633551535083716e-05,-8.331563442832593e-06,-1.6594719593272063e-06,1.5239166370028574e-05,4.060078335954158e-06,1.8004728652762648e-05,4.097577364889509e-05,-2.193518708968027e-06,2.341910468118096e-05,1.802270123523406e-05
13400000.0,4.274676716664055e-05,1.0534809098870896e-06,-1.972589147374479e-06,7.5946809558559284e-06,3.347531456722697e-05,1.1181496637247837e-05,2.724283671284567e-05,-2.5657209656687816e-06,3.054907068985501e-05,9.158145378607867e-06
13600000.0,2.0738252319176407e-05,5.386768339804428e-06,-2.5111280500834042e-06,4.258809031042107e-06,3.0474980226307014e-05,4.142522186123054e-06,1.2335220694350188e-05,-2.823998425840674e-06,1.9422854596118936e-05,4.934596788987298e-06
13800000.0,3.3052077947481387e-06,6.849892978704924e-07,-2.963412006561091e-06,1.3584318260351818e-07,7.371561840662489e-06,-1.020377477415014e-06,1.2755127670918249e-06,-3.018052816741924e-06,2.9428626042183326e-06,3.380412117078684e-07
14000000.0,-1.1352318673660713e-05,-7.623356339787797e-06,-3.3216045210137963e-06,-8.283597191263522e-06,-1.3031371575913255e-05,-6.073287293714073e-06,-9.18769607280514e-06,-3.291635386512748e-06,-9.00873496609607e-06,-8.61972230579704e-06
14200000.0,-2.9434377488116144e-05,-1.0734956628892205e-05,-3.7434591224390845e-06,-1.7108918238614857e-05,-2.0648005365092362e-05,-1.2611789114012476e-05,-2.265734210754679e-05,-3.631000897492952e-06,-1.7399489869901412e-05,-1.8294676548184853e-05
14400000.0,-4.879813568110371e-05,-5.790166373804419e-06,-4.2291447575876676e-06,-1.8016890263340127e-05,-2.478876282396312e-05,-1.845189508218836e-05,-3.519585117840001e-05,-3.8085542571368727e-06,-2.872658281199013e-05,-1.990167067722521e-05
14600000.0,-5.677439665307023e-05,1.3624431389345698e-06,-4.501501680543162e-06,-6.984349384087407e-06,-3.881986844021674e-05,-1.8758321322169e-05,-3.6882148992703995e-05,-3.59599111218975e-06,-4.364277069456875e-05,-8.637573847751299e-06
14800000.0,-4.178850042986104e-05,2.6830186225423543e-06,-4.2440906564730236e-06,1.0503708131460322e-05,-6.092506707419415e-05,-1.093481427184432e-05,-2.1671357071153014e-05,-3.0232787399074522e-06,-5.288638824370463e-05,1.0252017403348676e-05
15000000.0,-6.8108339713265504e-06,-3.400723715002338e-06,-3.4525399657587213e-06,2.3526285577317082e-05,-7.275286296705407e-05,1.9027411113182705e-06,4.808675451825064e-06,-2.403252113610506e-06,-4.553622949123382e-05,2.5144283314049245e-05
15200000.0,2.999387854759238e-05,-1.0427465008473711e-05,-2.519623430837926e-06,2.515582734032681e-05,-5.7771633644833373e-05,1.2751752253695345e-05,2.820292090972592e-05,-2.0831928844563664e-06,-2.108614734913173e-05,2.7996852478306544e-05
15400000.0,4.922919927878523e-05,-1.087664965588551e-05,-1.9445581791027413e-06,1.7751201097430154e-05,-2.0041097759498982e-05,1.627886035709412e-05,3.679591740675077e-05,-2.166386835833455e-06,7.6231859756222395e-06,2.0579557401769154e-05
15600000.0,4.527819564948097e-05,-4.136491877576098e-06,-1.943434941319701e-06,9.18803630145983e-06,1.6800984967714888e-05,1.2688999603956176e-05,3.0164313087454784e-05,-2.472564043978659e-06,2.4407680268423293e-05,1.1116231606007578e-05
15800000.0,2.7897244568536932e-05,2.9274018910489508e-06,-2.334036703186133e-06,4.553001468553196e-06,3.0244260563196826e-05,6.350725258028583e-06,1.705553942018106e-05,-2.7554588786125944e-06,2.292216208657321e-05,5.509201260401478e-06
16000000.0,1.0325717215659096e-05,3.277751981280744e-06,-2.7802724534412845e-06,2.062124399584718e-06,1.81288464613026e-05,1.0533500437159092e-06,5.716515892883763e-06,-2.9371679399628193e-06,1.0042953187483364e-05,2.4438773720758036e-06
16200000.0,-2.8944773469580173e-06,-2.986030355785732e-06,-3.119306614001592e-06,-2.9890431940877512e-06,-2.7743045564878866e-06,-3.046911627537122e-06,-2.961071822217401e-06,-3.1209631061848303e-06,-2.9259229438770333e-06,-2.9809189545289603e-06
16400000.0,-1.6300342941497702e-05,-9.002175669117671e-06,-3.4355187351338383e-06,-1.1143627396398565e-05,-1.5600450621781554e-05,-7.916418752383168e-06,-1.2956785390766836e-05,-3.3940044298722613e-06,-1.1293806602792225e-05,-1.1719621380836499e-05
16600000.0,-3.322009415298431e-05,-8.55768998961402e-06,-3.837653730087072e-06,-1.6692179813083398e-05,-1.927773388360728e-05,-1.3733331447310118e-05,-2.508011635852955e-05,-3.657156934019132e-06,-1.9012447460835054e-05,-1.8025397039635715e-05
16800000.0,-4.739078992711646e-05,-2.5734637580102402e-06,-4.218196174839424e-06,-1.3085070657543838e-05,-2.5591668161519225e-05,-1.7261231776903432e-05,-3.3026289422552864e-05,-3.6826776628870336e-06,-3.0602174738776816e-05,-1.4753359120250458e-05
17000000.0,-4.659865337193889e-05,2.1177724746658524e-06,-4.284310740583083e-06,-1.8010681297849203e-07,-4.195552912069594e-05,-1.4572462813380883e-05,-2.8445806771297662e-05,-3.347347889752949e-06,-4.276945429974619e-05,-1.1981240182238466e-06
17200000.0,-2.5106562995460144e-05,2.3619541551831159e-07,-3.845162475048457e-06,1.4453644575984326e-05,-5.969000661420787e-05,-5.358399717613708e-06,-9.967218586568567e-06,-2.79311639863218e-06,-4.555317187833405e-05,1.4932554470765036e-05
17400000.0,8.202703873273628e-06,-6.3096029576898975e-06,-3.052684030570518e-06,2.1853538357449327e-05,-6.109843238503083e-05,5.809610746372705e-06,1.3477639850742858e-05,-2.3371968086509187e-06,-3.2242191484647576e-05,2.382413562151721e-05
17600000.0,3.525995105377991e-05,-1.0546416598160496e-05,-2.3296269433657553e-06,1.928808703764596e-05,-3.8089215661483735e-05,1.2856384876861493e-05,2.9104308576788756e-05,-2.2127296790395948e-06,-7.660098810764876e-06,2.1881636217956176e-05
17800000.0,4.31548103068568e-05,-7.889046431885341e-06,-2.039341034807181e-06,1.1600937581924575e-05,-2.688936217154345e-06,1.3003666340216493e-05,3.0424088941824238e-05,-2.3945842643550944e-06,1.4322220912056693e-05,1.3782103211943354e-05
18000000.0,3.32823990126037e-05,-9.748831834230155e-07,-2.2162987645715474e-06,5.426525803489817e-06,2.232437617787057e-05,8.346115577345093e-06,2.118061749016245e-05,-2.6724597962780133e-06,2.2130779366940257e-05,6.716466156765818e-06
